id	Tournament	Sex	Year	Player1	Player2	Round	Result	FNL.1	FNL.2	FSP.1	FSW.1	SSP.1	SSW.1	ACE.1	DBF.1	WNR.1	UFE.1	BPC.1	BPW.1	NPA.1	NPW.1	TPW.1	ST1.1	ST2.1	ST3.1	ST4.1	ST5.1	FSP.2	FSW.2	SSP.2	SSW.2	ACE.2	DBF.2	WNR.2	UFE.2	BPC.2	BPW.2	NPA.2	NPW.2	TPW.2	ST1.2	ST2.2	ST3.2	ST4.2	ST5.2
225	Wimbledon	women	2013	A.Radwanska	N.Li	5	1	2	1	77	52	23	9	0	5	32	18	16	5	32	21		7	4	6			77	57	23	13	1	4	58	40	10	4	71	48		6	6	2		
226	AusOpen	women	2013	Johanna Larsson	Victoria Azarenka	1	0	0	2	72	24	28	5	2	5	13	29	3	10	4	5	59	6	2				75	41	25	4	0	7	27	32	5	5	15	17	80	7	6			
227	USOpen	men	2013	Guillaume Rufin	Dmitry Tursunov	1	0	0	2	43	14	57	12	4	1			1	8			48	6	1				58	24	42	13	3	3			1	2			51	7	1			
228	Wimbledon	women	2013	Ka.Pliskova	N.Petrova	1	1	2	0	73	33	27	4	13	1	32	6	7	3	5	4		6	6				60	20	40	8	6	0	17	11	1	0	9	4		3	2			
232	USOpen	men	2013	Pablo Andujar	Milos Raonic	1	0	0	3	64	32	36	17	2	5			1	7	10	19	79	1	2	4			63	44	37	12	9	2			6	18	33	56	102	6	6	6		
234	USOpen	men	2013	Julien Benneteau	Michal Przysiezny	1	1	3	1	61	49	39	25	7	6			6	11			125	6	5	6	6		58	52	42	27	14	2			4	6			110	4	7	4	4	
237	USOpen	men	2013	Evgeny Donskoy	Peter Gojowczyk	1	1	3	2	55	63	45	34	9	2			5	17			155	6	6	3	4	6	55	67	45	30	15	8			4	10			151	3	4	6	6	3
244	FrenchOpen	men	2013	Bernard Tomic	Victor Hanescu	1	0	0	3	63	38	37	17	6	3	36	34	1	11	14	15	91	5	6	1			71	51	29	19	5	3	27	22	3	5	14	25	103	7	7	2		
246	FrenchOpen	men	2013	Jurgen Zopp	Tommy Robredo	1	0	0	3	68	35	32	9	3	0	24	27	0	0	14	27	58	3	2	1			65	37	35	12	6	3	32	7	6	15	8	10	95	6	6	6		
248	USOpen	men	2013	Horacio Zeballos	Adrian Mannarino	1	0	1	3	52	44	48	29	8	7			1	6			109	6	4	2	1		57	47	43	30	11	7			6	13			135	4	6	6	6	
254	FrenchOpen	women	2013	Jamie Hampton	Lucie Safarova	1	1	2	1	60	50	40	24	7	5	38	50	6	11	5	14	125	7	3	9			67	53	33	19	4	1	35	43	6	16	11	17	130	6	6	7		
256	FrenchOpen	men	2013	Milos Raonic	Michael Llodra	2	1	3	1	63	62	37	25	24	5	75	42	4	12	33	46	144	7	3	7	6		61	59	39	32	14	4	44	26	2	7	28	56	127	5	6	6	2	
257	FrenchOpen	women	2013	Dinah Pfizenmaier	Mandy Minella	1	1	2	0	67	28	33	5	2	4	30	30	7	13	3	3	69	7	6				57	17	43	8	1	5	7	24	3	6	1	5	47	5	1			
259	FrenchOpen	women	2013	Kristyna Pliskova	Mariana Duque-Marino	1	0	0	2	60	18	40	9	0	3	6	27	0	4	3	11	38	2	0				65	23	35	9	3	1	27	16	5	12	12	14	65	6	6			
260	Wimbledon	men	2013	P.Andujar	A.Mannarino	1	0	0	3	60	32	40	12	1	3	15	20	0	0	15	11		1	2	3			63	31	37	17	6	0	34	14	13	6	31	23		6	6	6		
265	Wimbledon	women	2013	E.Vesnina	A.Hlavackova	1	1	2	0	73	29	27	7	1	1	21	16	9	6	14	8		6	7				79	25	21	6	2	2	19	26	6	3	14	8		2	5			
269	Wimbledon	women	2013	M.Bartoli	K.Flipkens	6	1	2	0	61	21	39	10	5	3	23	10	7	5	11	11		6	6				49	8	51	7	0	1	10	6	2	1	21	8		1	2			
273	FrenchOpen	women	2013	Jie Zheng	Vesna Dolonc	1	1	2	0	76	30	24	5	1	0	25	13	4	12	4	5	70	6	6				76	35	24	6	0	3	20	25	0	4	14	20	56	4	1			
274	USOpen	men	2013	Richard Gasquet	Rafael Nadal	1	0	0	3	64	41	36	15	6	4			1	6	24	35	84	4	6	2			71	51	29	16	3	1			4	4	22	28	102	6	7	6		
275	FrenchOpen	women	2013	Bethanie Mattek-Sands	Maria Kirilenko	4	0	0	2	56	29	44	18	0	2	27	42	2	5	13	21	75	5	4				64	31	36	14	1	6	13	25	4	11	10	17	80	7	6			
276	AusOpen	men	2013	Stanislas Wawrinka	Novak Djokovic	5	1	3	2	58	71	42	36	17	5	51	60	5	10	20	30	153	2	6	6	3	9	73	75	27	23	7	1	45	60	4	7	26	35	161	6	4	2	6	7
277	Wimbledon	women	2013	A.Pavlyuchenkova	T.Pironkova	1	0	0	2	57	9	43	5	1	4	14	18	1	0	14	6		0	1				60	18	40	13	5	0	19	2	9	5	7	4		6	6			
280	Wimbledon	men	2013	R.Nadal	S.Darcis	1	0	0	3	67	52	33	21	6	3	32	24	7	2	36	28		6	6	4			60	53	40	28	13	2	53	24	11	3	46	32		7	7	6		
281	FrenchOpen	women	2013	Eugenie Bouchard	Maria Sharapova	2	0	0	2	57	17	43	10	0	2	8	18	1	4	1	1	43	2	2				52	19	48	11	1	4	23	23	4	6	8	9	56	6	4			
282	FrenchOpen	women	2013	Nina Bratchikova	Maria Kirilenko	1	0	0	2	69	15	31	4	0	1	6	24	0	2	5	8	33	0	1				51	19	49	12	2	4	24	14	5	11	3	5	60	6	6			
284	USOpen	men	2013	Jack Sock	Janko Tipsarevic	1	0	1	3	46	35	54	27	19	8			2	6	12	17	90	6	6	1	2		56	46	44	33	18	2			4	8	14	19	116	3	7	6	6	
286	FrenchOpen	men	2013	Igor Sijsling	Tommy Robredo	2	0	2	3	52	51	48	30	9	4	64	53	3	6	37	50	132	7	6	3	1	1	62	67	38	28	12	4	52	29	8	14	8	16	157	6	4	6	6	6
287	FrenchOpen	men	2013	Federico Delbonis	Julian Reister	1	1	3	1	55	52	45	27	8	8	53	41	7	10	13	23	122	6	6	6	6		72	47	28	15	2	1	23	35	1	8	9	15	97	7	1	0	4	
288	FrenchOpen	men	2013	Julien Benneteau	Tobias Kamke	2	1	3	2	72	83	28	23	5	8	63	76	5	10	32	47	174	7	7	5	0	6	65	75	35	37	5	4	55	38	7	16	22	34	183	6	5	7	6	4
289	AusOpen	women	2013	Caroline Garcia	Alla Kudryavtseva	1	0	0	2	58	22	42	15	3	7	3	7	4	6			77	2	6				58	37	42	14	3	4	3	4	6	10			93	6	7			
290	Wimbledon	men	2013	B.Reynolds	S.Johnson	1	1	3	2	62	68	38	38	22	1	52	32	16	3	45	26		1	7	6	6	6	55	76	45	39	25	8	76	55	11	2	36	26		6	6	3	7	4
291	FrenchOpen	men	2013	Sergiy Stakhovsky	Richard Gasquet	1	0	0	3	55	22	45	17	1	1	16	30	1	4	12	27	57	1	4	3			67	36	33	16	3	1	26	13	6	10	21	27	88	6	6	6		
292	Wimbledon	men	2013	F.Verdasco	J.Benneteau	2	1	3	0	55	48	45	27	15	4	53	16	9	2	25	15		7	7	6			62	55	38	24	7	3	25	16	2	1	39	25		6	6	4		
296	USOpen	men	2013	James Blake	Ivo Karlovic	1	0	2	3	64	82	36	36	9	6			4	11	35	46	170	7	6	4	6	6	63	90	37	29	38	8			3	11	48	81	167	6	3	6	7	7
297	USOpen	men	2013	Richard Gasquet	Michael Russell	1	1	3	0	63	45	37	16	7	7			5	16	18	25	106	6	6	6			59	37	41	17	6	4			1	3	30	40	83	3	4	2		
300	AusOpen	women	2013	Sorana Cirstea	Marina Erakovic	1	0	0	2	57	25	43	13	5	1	20	32	3	14	6	7	78	4	6				59	35	41	17	6	5	28	45	4	6	5	8	83	6	7			
305	FrenchOpen	men	2013	Rafael Nadal	Stanislas Wawrinka	5	1	3	0	75	40	25	11	5	0	31	17	7	12	13	16	96	6	6	6			60	30	40	12	3	4	23	40	1	5	16	30	64	2	3	1		
307	USOpen	men	2013	Lukas Lacko	Somdev Devvarman	1	0	2	3	50	48	50	29	11	6			5	12	10	16	133	6	1	2	6	4	56	60	44	31	5	3			8	12	27	29	151	4	6	6	4	6
314	FrenchOpen	men	2013	Jan Hajek	Denis Kudla	1	1	3	1	70	58	30	18	4	4	35	36	6	12	8	10	130	6	5	6	6		68	48	32	17	5	5	30	51	1	7	6	9	93	2	7	0	4	
321	Wimbledon	women	2013	K.Zakopalova	N.Li	3	0	1	2	62	35	38	14	0	3	15	30	9	4	10	5		6	0	6			69	43	31	15	4	3	28	28	10	7	10	9		4	6	8		
322	Wimbledon	men	2013	D.Ferrer	I.Dodig	4	1	3	1	66	62	34	29	7	3	53	25	15	5	46	31		6	7	6	6		66	64	34	25	14	3	47	32	6	0	54	30		7	6	1	1	
323	USOpen	men	2013	Janko Tipsarevic	David Ferrer	1	0	1	3	59	68	41	34	8	5			5	14	29	48	153	6	6	5	6		65	68	35	23	13	4			5	16	33	42	164	7	3	7	7	
324	AusOpen	men	2013	Michal Przysiezny	Horacio Zeballos	1	1	3	0	69	48	31	17	15	0	15	0	5	8			104	6	7	7			60	43	40	18	11	4	11	4	2	4			85	3	6	5		
326	Wimbledon	women	2013	S.Lisicki	A.Radwanska	6	1	2	1	63	53	37	19	9	7	60	46	14	6	44	32		6	2	9			70	42	30	15	1	0	21	10	14	6	31	16		4	6	7		
327	AusOpen	men	2013	Fabio Fognini	Alex Bogomolov Jr.	1	1	2	0	47	18	53	15	3	4	21	31	6	20	6	9	78	6	6				54	26	46	13	0	11	11	46	2	6	8	12	61	3	2			
328	FrenchOpen	men	2013	Martin Alund	Edouard Roger-Vasselin	1	0	1	3	57	31	43	17	1	2	24	41	2	7	11	22	83	2	6	1	0		63	45	37	22	6	1	33	34	8	19	16	21	111	6	4	6	6	
329	AusOpen	men	2013	Mikhail Youzhny	Florian Mayer	2	0	2	3	55	55	45	36	14	5	48	46	3	7	14	21	126	4	6	3	6	3	60	59	40	33	19	3	48	41	4	11	29	42	136	6	3	6	3	6
335	USOpen	men	2013	Ernests Gulbis	Andreas Haider-Maurer	1	0	2	3	58	68	42	31	15	8			5	22			159	6	3	6	6	4	49	58	51	43	10	12			4	14			160	3	6	1	7	6
336	FrenchOpen	women	2013	Petra Cetkovska	Olga Puchkova	1	1	2	0	69	25	31	8		4	17	17	6	7	4	5	61	6	6				62	11	38	3		4	4	25	1	7	0	0	32	0	2			
339	Wimbledon	women	2013	S.Halep	N.Li	2	0	1	2	71	28	29	8	1	1	18	6	9	3	6	6		2	6	0			73	29	27	7	0	4	24	14	11	6	15	13		6	1	6		
340	USOpen	men	2013	Bernard Tomic	Daniel Evans	1	0	1	3	62	47	38	23	8	2			6	11	18	25	117	6	3	6	3		56	43	44	27	9	7			6	15	32	40	125	1	6	7	6	
341	USOpen	men	2013	Joao Sousa	Grigor Dimitrov	1	1	3	2	58	61	42	27	5	2			8	11			145	3	6	6	5	6	58	53	42	27	13	7			6	14			134	6	3	4	7	2
343	USOpen	men	2013	David Goffin	Alexandr Dolgopolov	1	0	0	3	67	44	33	14	7	8			2	8			93	2	4	4			45	34	55	27	6	4			6	21			115	6	6	6		
347	Wimbledon	men	2013	J.Monaco	B.Knittel	1	1	3	0	78	46	22	9	6	2	19	20	14	6	9	7		6	6	6			58	33	42	17	4	12	17	44	1	1	21	14		4	2	3		
348	Wimbledon	women	2013	S.Lisicki	M.Bartoli	7	0	0	2	65	22	35	9	6	5	21	25	8	2	18	11		1	4				67	31	33	7	2	6	15	14	13	5	11	9		6	6			
349	AusOpen	women	2013	Agnieszka Radwanska	Victoria Azarenka	5	1	2	1	59	33	41	16	1	1	23	15	6	16	19	24	94	6	5	6			60	26	40	19	0	5	33	47	2	5	20	34	74	1	7	0		
353	Wimbledon	men	2013	J.Reister	L.Rosol	1	1	3	2	68	102	32	27	22	10	55	44	19	4	34	22		6	4	7	6	6	59	81	41	39	20	13	95	74	17	3	59	42		3	6	6	7	4
355	FrenchOpen	men	2013	Tobias Kamke	Paolo Lorenzi	1	1	3	2	62	53	38	15	4	6	42	55	10	22	14	32	140	6	6	3	0	6	46	42	54	31	6	8	39	54	10	18	19	27	139	3	3	6	6	3
357	USOpen	men	2013	Rhyne Williams	Nikolay Davydenko	1	0	2	3	55	56	45	26	11	9			6	12			132	3	6	6	5	0	57	57	43	28	7	6			8	14			146	6	4	1	7	6
359	USOpen	women	2013	F Pennetta	S Errani	2	1	2	0	58	24	42	11	7	0	33	19	7	6	21	13		6	6				93	16	7	1	0	1	12	18	9	2	16	9		3	1			
360	Wimbledon	men	2013	A.Ungur	B.Paire	1	0	1	3	59	43	41	25	2	5	26	21	2	2	25	14		4	6	3	1		63	51	37	18	26	3	64	21	13	6	33	21		6	4	6	6	
365	Wimbledon	women	2013	P.Kvitova	K.Flipkens	5	0	1	2	72	50	28	11	2	2	41	28	3	2	39	25		6	3	4			62	42	38	17	7	2	23	5	8	3	20	16		4	6	6		
368	Wimbledon	women	2013	M.Bartoli	K.Knapp	4	1	2	0	61	26	39	7	1	7	12	13	7	5	2	2		6	6				60	18	40	4	2	2	9	16	2	1	5	1		2	3			
369	AusOpen	women	2013	Sachia Vickery	Lauren Davis	1	0	0	2	51	14	49	12		3	8	36	3	5	5	11	47	3	3				61	23	39	7		0	15	23	6	7	7	12	63	6	6			
370	FrenchOpen	men	2013	Gilles Simon	Roger Federer	4	0	2	3	61	65	39	28	5	3	32	47	3	6	15	28	131	1	6	6	2	3	64	56	36	23	9	2	60	56	6	14	25	35	147	6	4	2	6	6
371	FrenchOpen	women	2013	Stefanie Voegele	Maria Kirilenko	3	0	0	2	52	30	48	19	0	2	25	38	3	7	18	25	79	6	5				57	27	43	20	2	1	30	28	4	9	17	22	91	7	7			
373	AusOpen	men	2013	Andy Murray	Roger Federer	5	0	1	3	61	60	39	28	9	1	41	46	1	2	17	27	121	3	4	7	3		64	61	36	28	10	0	54	42	4	17	49	66	147	6	6	6	6	
376	AusOpen	men	2013	Kevin Anderson	Edouard Roger-Vasselin	3	1	3	2	67	77	33	26	27	6	82	69	3	12	22	30	164	3	4	6	7	7	74	94	26	20	8	4	43	34	3	7	17	29	162	6	6	3	6	5
377	AusOpen	women	2013	Na Li	Ekaterina Makarova	4	1	2	0	80	26	20	4	1	1	18	14	5	7	8	14	55	6	6				64	14	36	3	0	1	4	11	0	4	3	4	31	2	0			
381	AusOpen	women	2013	Alize Cornet	Maria Sharapova	3	0	0	2	65	24	35	9		5	11	23	4	6	7	12	60	1	6				50	23	50	16		8	35	35	6	14	12	13	81	6	7			
383	Wimbledon	women	2013	A.Riske	K.Kanepi	3	0	0	2	60	15	40	8	1	4	12	9	1	1	9	7		2	3				53	22	47	13	4	1	24	9	7	4	6	3		6	6			
387	Wimbledon	women	2013	M.Larcher De Brito	M.Oudin	1	1	2	1	68	46	32	15	1	5	16	42	6	5	14	8		7	1	6			65	32	35	15	3	2	33	51	16	7	13	10		6	6	4		
388	USOpen	women	2013	S Williams	V Azarenka	7	1	2	1	57	44	43	20	9	5	36	35	12	7	13	4		7	6	6			57	31	43	23	2	7	17	27	8	4	15	10		5	7	1		
392	AusOpen	men	2013	Tomas Berdych	Aleksandr Nedovyesov	1	1	3	0	66	39	34	19	9	0	35	17	4	14	13	23	97	6	6	6			61	37	39	17	8	2	22	37	0	2	11	16	67	3	4	3		
393	USOpen	men	2013	Tommy Haas	Mikhail Youzhny	1	0	1	3	50	37	50	22	5	1			4	9	25	41	95	3	2	6	3		57	43	43	21	9	6			7	12	12	21	109	6	6	2	6	
394	FrenchOpen	men	2013	Tomas Berdych	Gael Monfils	1	0	2	3	66	91	34	33	11	2	72	57	1	5	35	50	174	6	4	7	7	5	72	104	28	27	26	3	66	44	3	8	15	21	189	7	6	6	6	7
396	FrenchOpen	men	2013	Andreas Seppi	Nicolas Almagro	3	0	0	3	51	34	49	18	6	2	32	37	1	5	5	8	74	6	0	4			69	50	31	12	19	2	43	20	5	13	12	14	107	7	6	6		
398	Wimbledon	women	2013	L.Robson	K.Kanepi	4	0	0	2	57	32	43	16	9	4	27	24	3	1	11	7		6	5				60	44	40	14	9	5	28	18	5	2	5	3		7	7			
400	AusOpen	women	2013	Heather Watson	Daniela Hantuchova	1	0	1	2	61	41	39	19	8	3	27	45	4	7	10	13	88	5	6	3			68	43	32	10	6	2	37	44	5	13	5	8	102	7	3	6		
405	AusOpen	women	2013	Stefanie Voegele	Dominika Cibulkova	2	0	0	2	42	11	58	1	3	1	12	22	1	5	2	3	30	0	1				68	21	32	8	0	2	17	13	6	9	4	5	55	6	6			
407	FrenchOpen	men	2013	Stanislas Wawrinka	Horacio Zeballos	2	1	3	0	66	52	34	18	19	6	50	33	3	6	13	25	111	6	7	6			62	46	38	16	4	3	25	26	0	8	17	24	90	2	6	4		
410	AusOpen	men	2013	Dudi Sela	Jarkko Nieminen	1	0	2	3	68	73	32	24	5	3	41	50	9	17	14	30	173	6	6	7	3	3	60	66	40	34	2	6	57	72	10	17	25	36	173	3	7	6	6	6
411	Wimbledon	men	2013	N.Djokovic	T.Berdych	5	1	3	0	61	42	39	21	16	1	36	13	10	4	17	11		7	6	6			53	33	47	27	6	4	31	25	2	2	31	21		6	4	3		
414	FrenchOpen	women	2013	Petra Kvitova	Jamie Hampton	3	0	0	2	63	24	37	10	2	3	21	33	3	4	10	17	57	1	6				51	24	49	12	4	5	13	18	5	11	3	5	73	6	7			
417	USOpen	men	2013	Dudi Sela	Janko Tipsarevic	1	0	0	3	62	30	38	10	1	7			2	13			74	4	4	1			44	32	56	31	3	3			7	11			102	6	6	6		
419	FrenchOpen	women	2013	Agnieszka Radwanska	Dinah Pfizenmaier	3	1	2	0	61	26	39	16	1	0	10	17	3	6	9	16	69	6	6				62	24	38	12	1	2	24	48	1	3	14	18	56	3	4			
421	USOpen	men	2013	Daniel Brands	Kevin Anderson	1	0	1	3	59	58	41	20	10	6			1	6	16	27	113	5	6	2	3		53	50	47	35	20	6			4	15	21	27	126	7	4	6	6	
423	FrenchOpen	women	2013	Bethanie Mattek-Sands	Paula Ormaechea	3	1	2	1	71	34	29	12	2	2	38	21	6	9	13	19	88	4	6	6			55	32	45	8	3	8	18	28	3	4	0	3	63	6	1	3		
426	FrenchOpen	women	2013	Karin Knapp	Sloane Stephens	1	0	0	2	57	18	43	13		3	15	27	2	2	3	5	50	2	5				65	22	35	10		2	9	16	5	7	1	4	61	6	7			
429	Wimbledon	women	2013	S.Williams	S.Lisicki	4	0	1	2	62	31	38	16	7	2	25	23	16	5	24	12		2	6	4			61	38	39	20	10	3	35	25	8	5	16	14		6	1	6		
430	Wimbledon	men	2013	M.Matosevic	G.Rufin	1	0	1	3	53	43	47	22	6	3	29	36	12	4	31	17		1	6	4	3		47	42	53	26	6	9	29	47	14	8	34	20		6	4	6	6	
431	Wimbledon	men	2013	G.Dimitrov	G.Zemlja	2	0	2	3	68	92	32	33	21	5	56	31	17	2	40	31		6	6	6	4	8	56	79	44	47	18	5	51	32	6	1	38	27		3	7	3	6	9
433	Wimbledon	men	2013	M.Youzhny	A.Murray	4	0	0	3	61	36	39	16	1	1	33	20	5	2	55	39		4	6	1			63	55	37	16	15	4	45	16	10	5	42	31		6	7	6		
435	FrenchOpen	men	2013	Daniel Gimeno-Traver	Viktor Troicki	2	0	2	3	78	84	22	15	1	3	49	60	7	10	14	23	162	6	6	0	7	4	56	61	44	35	14	2	57	56	10	23	20	37	180	4	7	6	6	6
437	Wimbledon	women	2013	K.Date-Krumm	A.Cadantu	2	1	2	0	79	32	21	8	1	3	17	21	7	5	25	20		6	7				79	30	21	7	0	3	15	10	6	3	11	9		4	5			
438	AusOpen	women	2013	Carla Suarez Navarro	Galina Voskoboeva	2	1	2	1	73	57	27	17	0	5	19	30	6	10	14	19	126	7	3	8			55	40	45	23	3	13	50	67	7	17	25	39	121	6	6	6		
442	Wimbledon	men	2013	J.Melzer	J.Reister	2	1	3	1	64	60	36	33	12	1	56	28	12	2	71	49		3	7	7	6		70	68	30	27	10	5	42	21	9	1	39	23		6	6	6	2	
444	FrenchOpen	men	2013	Kenny De Schepper	Robin Haase	1	0	1	3	64	61	36	21	7	11	56	60	3	6	31	49	125	4	6	6	3		65	59	35	25	8	6	35	31	3	8	17	23	131	6	7	2	6	
445	FrenchOpen	men	2013	Jan-Lennard Struff	Evgeny Donskoy	1	0	1	3	48	47	52	32	9	5	53	51	6	11	12	20	132	6	6	6	2		59	59	41	25	14	5	40	38	6	10	8	11	132	7	2	7	6	
446	Wimbledon	men	2013	R.Dutra Silva	S.Stakhovsky	1	0	0	3	54	27	46	17	1	3	17	22	2	0	21	11		4	0	4			62	38	38	20	7	2	29	15	8	5	41	29		6	6	6		
448	AusOpen	men	2013	Fabio Fognini	Sam Querrey	3	1	3	0	60	41	40	26	9	3	43	26	4	10	7	11	108	7	6	6			63	43	37	19	10	1	27	41	1	4	11	23	86	5	4	4		
449	USOpen	men	2013	Marcos Baghdatis	Kevin Anderson	1	1	3	0	43	24	57	24	10	6			6	12	6	8	82	6	6	6			64	27	36	11	7	4			0	0	4	14	53	2	2	2		
450	FrenchOpen	men	2013	Denis Istomin	Nikolay Davydenko	2	0	0	3	68	41	32	19	3	0	19	41	1	1	13	22	80	4	5	2			65	41	35	18	2	1	22	28	5	14	15	21	102	6	7	6		
454	AusOpen	men	2013	Daniel Brands	Gilles Simon	1	0	2	3	63	109	37	36	41	4	111	81	2	25	29	44	231	7	4	6	3	1	56	114	44	57	32	18	75	53	4	10	37	55	230	6	6	3	6	1
455	AusOpen	women	2013	Katarzyna Piter	Simona Halep	1	0	0	2	77	12	23	1	1	3	5	25	0	2	5	8	24	0	1				61	21	39	9	3	2	13	14	5	9	1	2	52	6	6			
457	FrenchOpen	men	2013	Mikhail Youzhny	Federico Delbonis	2	1	3	1	69	70	31	24	5	4	44	45	6	15	19	32	152	6	6	7	6		57	55	43	30	2	5	48	48	3	11	17	32	136	3	7	5	4	
459	FrenchOpen	women	2013	Petra Cetkovska	Roberta Vinci	3	0	1	2	63	26	37	11	1	5	29	37	4	13	9	22	80	1	6	2			62	32	38	18	4	2	34	25	6	12	8	16	91	6	2	6		
461	USOpen	women	2013	V Dushevina	S Lisicki	1	0	0	2	54	21	46	14	1	5	11	29	7	3	12	6		2	6				43	22	57	22	5	6	30	30	12	5	12	8		6	7			
463	Wimbledon	men	2013	F.Fognini	J.Melzer	1	0	1	3	66	52	34	21	3	2	49	33	12	4	37	24		7	5	3	2		69	62	31	22	8	3	45	29	15	8	82	50		6	7	6	6	
464	USOpen	women	2013	J Goerges	C McHale	1	0	0	2	53	32	47	11	3	4	19	33	5	0	15	12		4	3				58	28	42	13	1	5	10	13	6	3	7	7		6	6			
467	USOpen	men	2013	Tommy Robredo	Daniel Evans	1	1	3	1	60	58	40	25	11	5			7	14	22	37	150	7	6	4	7		62	65	38	23	8	8			4	11	41	66	130	6	1	6	5	
468	AusOpen	men	2013	Milos Raonic	Grigor Dimitrov	3	0	1	3	59	55	41	30	21	5	50	39	1	3	22	53	107	3	6	4	6		60	55	40	33	15	5	49	13	2	4	12	15	128	6	3	6	7	
469	AusOpen	women	2013	Yanina Wickmayer	Alison Riske	2	0	0	2	63	13	37	6	3	3	14	30	0	2	3	7	36	1	1				78	27	22	6	4	2	15	8	5	10	2	3	60	6	6			
470	AusOpen	women	2013	Agnieszka Radwanska	Olga Govortsova	2	1	2	0	66	28	34	8	1	1	18	13	5	8	11	14	63	6	7				70	20	30	6	0	1	18	26	1	2	13	18	43	0	5			
472	Wimbledon	men	2013	R.Stepanek	M.Reid	1	1	3	0	66	37	34	17	8	1	35	19	12	5	43	33		6	6	6			60	34	40	12	12	7	29	30	2	0	21	10		2	2	4		
473	AusOpen	women	2013	Na Li	Belinda Bencic	2	1	2	0	60	27	40	12	4	2	30	31	5	7	2	5	67	6	7				54	21	46	8	2	5	12	19	2	2	3	4	53	0	6			
475	Wimbledon	men	2013	R.Gasquet	M.Granollers	1	1	3	1	65	65	35	22	8	1	60	28	16	5	46	31		6	6	7	6		72	73	28	15	11	3	48	29	5	2	75	50		7	4	5	4	
