id	Tournament	Sex	Year	Player1	Player2	Round	Result	FNL.1	FNL.2	FSP.1	FSW.1	SSP.1	SSW.1	ACE.1	DBF.1	WNR.1	UFE.1	BPC.1	BPW.1	NPA.1	NPW.1	TPW.1	ST1.1	ST2.1	ST3.1	ST4.1	ST5.1	FSP.2	FSW.2	SSP.2	SSW.2	ACE.2	DBF.2	WNR.2	UFE.2	BPC.2	BPW.2	NPA.2	NPW.2	TPW.2	ST1.2	ST2.2	ST3.2	ST4.2	ST5.2
476	AusOpen	men	2013	Lukas Lacko	Novak Djokovic	1	0	0	3	61	35	39	18	5	1	17	29	1	3	8	11	70	3	6	1			68	45	32	17	10	0	40	30	4	8	8	9	101	6	7	6		
480	Wimbledon	men	2013	B.Kavcic	J.Struff	1	0	0	3	58	40	42	12	7	1	16	19	9	0	5	3		4	1	3			59	38	41	22	20	3	53	25	14	5	17	11		6	6	6		
486	FrenchOpen	men	2013	Feliciano Lopez	Joao Sousa	2	1	3	1	64	56	36	23	17	0	42	36	3	12	17	22	126	3	6	6	6		66	58	34	24	10	3	31	41	1	3	11	18	112	6	3	4	4	
488	AusOpen	men	2013	Michael Berrer	Feliciano Lopez	2	0	0	3	68	47	32	17	6	3	29	25	2	4	37	61	93	4	6	4			62	45	38	23	8	3	43	24	4	11	17	21	108	6	7	6		
490	USOpen	women	2013	P Kvitova	A Riske	3	0	0	2	52	18	48	10	4	7	20	27	0	0	13	8		3	0				70	22	30	6	1	2	12	7	9	5	3	3		6	6			
498	FrenchOpen	men	2013	Jesse Levine	Kei Nishikori	1	0	0	3	52	16	48	9	1	5	9	33	1	3	4	8	49	3	2	0			51	27	49	19	2	4	26	25	8	11	7	7	86	6	6	6		
502	AusOpen	men	2013	Benoit Paire	Nick Kyrgios	2	1	3	2	50	68	50	47	32	5	78	45	7	24	28	32	188	6	6	6	6	6	66	86	34	27	24	11	59	74	2	10	21	35	159	7	7	4	2	2
503	AusOpen	men	2013	David Guez	Richard Gasquet	1	0	0	3	64	26	36	12	3		20	39	3	7	5	14	67	5	4	1			67	42	33	14	12		32	20	7	10	8	11	94	7	6	6		
504	Wimbledon	women	2013	K.Date-Krumm	C.Witthoeft	1	1	2	0	65	17	35	10	1	0	17	8	8	6	20	16		6	6				41	6	59	7	0	4	2	10	2	1	1	0		0	2			
507	AusOpen	men	2013	Tommy Robredo	Lukas Rosol	1	1	3	2	57	62	43	43	13	0	50	38	6	18	15	19	177	6	6	3	7	8	51	72	49	41	11	12	82	96	3	7	28	44	152	1	7	6	6	6
508	Wimbledon	men	2013	L.Kubot	I.Andreev	1	1	3	0	60	34	40	16	11	6	43	18	11	7	37	28		6	7	6			69	28	31	9	5	2	20	21	3	2	9	4		1	5	2		
509	AusOpen	men	2013	Ryan Harrison	Gael Monfils	1	0	0	3	62	42	38	17	2	1	19	23	0	0	13	20	76	4	4	4			64	43	36	18	9	5	43	27	3	4	18	22	95	6	6	6		
510	AusOpen	men	2013	Juan Monaco	Ernests Gulbis	1	0	1	3	76	63	24	12	0	4	16	35	3	12	9	13	128	6	4	6	2		53	59	47	32	17	11	59	79	3	5	16	28	127	1	6	7	6	
512	Wimbledon	men	2013	I.Dodig	P.Kohlschreiber	1	1	3	2	65	84	35	25	20	8	69	30	12	2	54	36		4	6	7	6	2	57	75	43	37	14	3	60	34	6	1	39	23		6	7	6	3	1
514	USOpen	women	2013	J Hampton	L Arruabarrena	1	1	2	0	61	27	39	13	3	3	28	32	7	4	25	20		6	6				52	16	48	12	1	4	7	18	6	1	8	4		4	2			
515	AusOpen	women	2013	Vesna Dolonc	Lara Arruabarrena	1	1	2	1	65	33	35	10	7	4	7	4	5	10			78	2	6	6			62	33	38	10	0	3	0	3	4	7			74	6	2	4		
517	AusOpen	men	2013	Marin Cilic	Gilles Simon	2	0	2	3	50	50	50	32	15	7	15	7	7	15			156	6	6	7	1	2	49	65	51	41	7	8	7	8	10	12			171	4	7	6	6	6
525	FrenchOpen	men	2013	Grega Zemlja	Kei Nishikori	2	0	1	3	48	39	52	24	5	5	24	47	6	10	8	13	110	1	7	1	4		63	45	37	19	4	5	43	56	11	23	16	19	135	6	5	6	6	
526	FrenchOpen	men	2013	Lucas Pouille	Grigor Dimitrov	2	0	0	3	60	31	40	14	1	3	15	39	1	6	13	23	71	1	6	1			49	37	51	29	5	3	37	33	5	10	17	19	103	6	7	6		
527	AusOpen	women	2013	Carina Witthoeft	Mandy Minella	1	0	0	2	62	16	38	10	1	4	1	4	2	6			47	1	4				56	17	44	16	0	2	0	2	5	8			62	6	6			
528	AusOpen	women	2013	Alison Van Uytvanck	Virginie Razzano	1	0	0	2	54	32	46	15	5	4	22	40	2	7	4	6	78	6	6				58	39	42	18	7	9	21	41	2	3	8	11	82	7	7			
531	USOpen	women	2013	S Williams	G Voskoboeva	2	1	2	0	64	21	36	11	4	1	16	13	7	5	8	6		6	6				57	16	43	7	3	3	15	19	1	0	10	5		3	0			
532	USOpen	men	2013	Benoit Paire	Alex Bogomolov Jr.	1	0	2	3	51	72	49	40	29	11			6	23	36	49	191	5	6	4	7	6	64	82	36	33	2	6			5	12	21	42	181	7	2	6	5	7
534	AusOpen	women	2013	Na Li	Flavia Pennetta	5	1	2	0	64	23	36	10	1	1	23	17	5	8	7	10	62	6	6				39	12	61	13	3	5	14	27	1	4	2	2	37	2	2			
535	AusOpen	men	2013	Fabio Fognini	Jarkko Nieminen	2	1	3	1	58	62	42	30	9	12	51	60	5	15	27	33	144	7	6	3	6		65	57	35	23	3	5	24	37	2	16	15	24	134	5	4	6	2	
536	AusOpen	men	2013	Rafael Nadal	Stanislas Wawrinka	7	0	1	3	78	50	22	10	1	3	19	32	2	6	5	8	88	3	2	6	3		55	46	45	22	19	2	53	49	5	15	11	12	116	6	6	3	6	
537	FrenchOpen	men	2013	Victor Hanescu	Philipp Kohlschreiber	3	0	0	3	73	31	27	8	1	5	21	24	1	14	9	22	71	0	6	1			59	43	41	20	6	1	40	23	6	9	19	32	105	6	7	6		
539	FrenchOpen	men	2013	Ryan Harrison	John Isner	2	0	2	3	64	88	36	32	9	9	52	37	1	7	13	26	160	7	7	3	1	6	65	81	35	37	15	2	61	52	5	18	39	56	183	5	6	6	6	8
540	FrenchOpen	women	2013	Urszula Radwanska	Venus Williams	1	1	2	1	68	48	32	16		4	28	40	11	17	13	23	131	7	6	6			65	38	35	13		6	58	66	10	15	30	47	121	6	7	4		
541	FrenchOpen	men	2013	Milos Raonic	Xavier Malisse	1	1	3	1	73	55	27	14	16	2	61	36	6	9	32	45	116	6	6	4	6		64	42	36	18	8	1	26	18	2	5	9	13	87	2	1	6	4	
542	AusOpen	men	2013	Alejandro Gonzalez	David Ferrer	1	0	0	3	68	34	32	7	2	4	22	41	5	7	11	21	75	3	4	4			53	28	47	21	2	6	33	30	8	12	18	22	96	6	6	6		
543	USOpen	women	2013	M Kirilenko	S Halep	3	0	0	2	54	9	46	5	1	5	3	24	1	0	8	3		1	0				81	23	19	3	3	1	13	8	7	6	5	4		6	6			
544	FrenchOpen	men	2013	Andreas Seppi	Blaz Kavcic	2	1	3	2	57	67	43	41	14	2	63	40	6	18	24	39	176	6	7	6	4	6	63	64	37	37	7	5	46	40	3	9	19	32	157	0	6	7	6	3
545	AusOpen	women	2013	Agnieszka Radwanska	Yulia Putintseva	1	1	2	1	59	36	41	15	9	1	38	31	7	11	22	35	96	6	5	6			52	29	48	16	0	6	27	33	3	8	11	17	76	0	7	2		
547	USOpen	women	2013	V Lepchenko	A Dulgheru	1	0	1	2	63	38	37	18	2	2	25	55	10	3	17	10		7	2	6			64	51	36	19	0	10	26	42	9	5	19	14		6	6	7		
550	USOpen	women	2013	A.Radwanska	S.Soler-Espinosa	1	1	2	0	72	26	28	6	3	0	21	13	8	5		62		6	6				50	10	50	10	1	4	9	19	3	1		34		1	2			
551	Wimbledon	men	2013	A.Ramos	J.Del Potro	1	0	0	3	58	30	42	8	7	4	29	23	6	1	16	9		2	5	1			73	45	27	12	10	1	34	10	8	6	11	9		6	7	6		
552	USOpen	men	2013	Julien Benneteau	Tomas Berdych	1	0	0	3	52	25	48	12	5	6			0	3	13	20	63	0	3	2			58	39	42	14	11	1			6	14	13	17	93	6	6	6		
554	USOpen	men	2013	Stanislas Wawrinka	Tomas Berdych	1	1	3	1	58	55	42	27	14	6			6	11	11	15	127	3	6	7	6		58	51	42	19	3	3			3	6	29	42	110	6	1	6	2	
555	USOpen	men	2013	Pablo Cuevas	Janko Tipsarevic	1	0	1	2	51	39	49	24	17	6			0	1	5	10	82	3	7	3			55	42	45	28	12	2			2	9	10	10	104	6	6	6		
556	AusOpen	women	2013	Kiki Bertens	Ana Ivanovic	1	0	0	2	61	15	39	11	2	4	23	35	6	11	10	16	61	4	4				60	24	40	9	3	4	14	22	8	9	4	6	73	6	6			
559	FrenchOpen	men	2013	Benoit Paire	Kei Nishikori	3	0	1	3	43	40	57	36	6	9	36	64	4	9	10	20	119	3	7	4	1		63	53	37	23	1	5	27	34	8	19	14	27	137	6	6	6	6	
560	USOpen	men	2013	Rajeev Ram	Fabio Fognini	1	1	3	0	73	40	27	10	8	1			7	16	20	27	90	6	6	6			54	21	46	13	3	7			1	3	8	15	55	1	2	2		
562	FrenchOpen	women	2013	Serena Williams	Roberta Vinci	4	1	2	0	62	24	38	12	5	1	32	21	4	10	13	21	64	6	6				68	20	32	9	1	1	13	12	0	1	10	16	43	1	3			
563	FrenchOpen	women	2013	Marion Bartoli	Olga Govortsova	1	1	2	1	62	54	38	25	4	12	40	45	7	14	12	19	129	7	4	7			62	42	38	16	1	9	57	42	7	16	9	13	131	6	6	5		
565	Wimbledon	women	2013	Y.Putintseva	K.Flipkens	1	0	0	2	73	34	27	12	2	2	24	28	4	1	12	7		5	4				66	33	34	15	6	0	31	19	9	3	35	24		7	6			
570	Wimbledon	men	2013	M.Klizan	T.Berdych	1	0	0	3	64	38	36	18	5	6	28	24	3	0	24	11		3	4	4			62	47	38	17	6	1	31	14	9	3	26	20		6	6	6		
572	FrenchOpen	men	2013	Novak Djokovic	Rafael Nadal	6	0	2	3	67	76	33	30	5	2	54	75	5	9	32	50	158	4	6	1	7	7	64	73	36	35	6	3	61	44	8	16	15	26	177	6	3	6	6	9
573	AusOpen	women	2013	Camila Giorgi	Storm Sanders	1	1	2	1	51	38	49	23	5	13	27	47	4	12	3	7	97	4	6	6			63	35	37	12	2	3	13	34	2	7	4	4	81	6	1	4		
574	USOpen	men	2013	Jurgen Zopp	Marcel Granollers	1	0	2	3	51	46	49	27	5	9			6	10			116	1	6	6	3	4	52	43	48	27	13	9			8	16			132	6	3	1	6	6
575	USOpen	women	2013	C Suarez Navarro	A Kerber	4	1	2	1	78	54	22	9	2	1	45	47	19	7	21	14		4	6	7			68	47	32	12	4	6	30	50	15	7	19	12		6	3	6		
576	Wimbledon	women	2013	M.Bartoli	E.Svitolina	1	1	2	0	58	29	42	16	4	3	30	25	7	3	18	13		6	7				56	24	44	14	1	5	22	13	3	1	14	10		3	5			
579	USOpen	men	2013	Albert Ramos	Bernard Tomic	1	0	2	3	55	76	45	42	9	9			4	15	26	38	165	3	6	6	6	3	68	71	32	28	9	2			5	17	28	41	173	6	3	4	7	6
581	USOpen	women	2013	E Makarova	N Li	5	0	1	2	60	40	40	18	1	4	15	33	6	4	12	7		4	7	2			68	43	32	14	5	8	44	42	14	7	23	17		6	6	6		
582	Wimbledon	women	2013	K.Zakopalova	D.Hantuchova	1	1	2	0	54	28	46	13	2	4	29	16	8	6	8	5		6	6				63	15	37	8	0	3	15	18	10	3	8	5		4	3			
584	FrenchOpen	men	2013	Adrian Mannarino	Pablo Cuevas	1	0	2	3	63	71	37	38	5	5	45	80	5	12	28	41	160	3	6	3	7	5	59	67	41	27	5	6	54	57	6	20	14	22	175	6	2	6	5	7
586	AusOpen	men	2013	James Duckworth	Roger Federer	1	0	0	3	52	36	48	19	13	3	34	38	0	1	19	34	74	4	4	2			58	40	42	19	11	5	30	17	4	17	18	22	96	6	6	6		
589	AusOpen	women	2013	Julia Goerges	Sara Errani	1	1	2	0	50	20	50	15	4	2	39	36	5	9	7	10	65	6	6				77	21	23	5	1	0	6	11	2	5	4	4	49	3	2			
591	Wimbledon	men	2013	D.Brown	G.Garcia-Lopez	1	1	3	0	75	47	25	12	9	2	46	21	7	4	41	29		6	6	6			67	32	33	10	4	4	23	13	3	0	13	9		3	3	3		
592	USOpen	women	2013	C Wozniacki	C Scheepers	2	1	2	0	76	22	34	6	0	1	14	11	9	6	9	9		6	6				55	12	45	5	0	0	11	27	4	2	18	10		1	2			
593	FrenchOpen	men	2013	Stanislas Wawrinka	Richard Gasquet	4	1	3	2	63	81	37	41	13	6	92	55	4	20	31	45	191	6	4	6	7	8	60	87	40	38	10	2	57	46	2	11	37	53	178	7	6	4	5	6
594	USOpen	men	2013	Richard Gasquet	Dmitry Tursunov	1	1	3	1	64	42	36	21	14	4			4	11	14	25	112	6	2	6	4		53	46	47	24	25	4			3	7	12	21	99	3	6	4	2	
595	USOpen	women	2013	V Williams	J Zheng	2	0	1	2	52	39	48	26	4	6	29	44	14	4	27	17		3	6	6			74	49	26	15	1	3	18	31	13	4	16	11		6	2	7		
597	FrenchOpen	women	2013	Serena Williams	Caroline Garcia	2	1	2	0	69	23	31	9	6	1	27	9	4	10	3	5	60	6	6				53	16	47	9	2	3	14	14	0	0	3	5	32	1	2			
598	USOpen	women	2013	R Vinci	F Pennetta	5	0	0	2	60	21	40	7	0	3	14	28	5	2	34	18		4	1				63	23	37	8	3	3	23	17	12	6	14	7		6	6			
599	USOpen	men	2013	Lleyton Hewitt	Juan Martin Del Potro	1	1	3	2	50	56	50	38	10	7			8	18	32	50	160	6	5	3	7	6	57	57	43	39	11	8			6	11	21	36	151	4	7	6	6	1
600	FrenchOpen	women	2013	Kimiko Date-Krumm	Samantha Stosur	1	0	0	2	79	15	21	3	0	1	8	20	0	1	4	7	33	0	2				59	19	41	12	1	0	21	18	5	8	7	10	60	6	6			
602	USOpen	men	2013	Roberto Bautista Agut	Thomaz Bellucci	1	1	3	0	75	44	25	12	1	1			6	10			87	6	6	6			57	28	43	10	7	2			1	4			65	3	2	2		
603	USOpen	men	2013	Donald Young	Martin Klizan	1	1	3	0	74	39	26	10	3	7			8	13	9	15	86	6	6	6			47	10	53	10	4	5			0	9	8	20	45	1	0	1		
605	USOpen	men	2013	Andreas Haider-Maurer	Mikhail Kukushkin	1	0	0	3	60	45	40	17	7	5			0	5			91	4	4	5			57	42	43	29	7	0			3	3			105	6	6	7		
606	FrenchOpen	women	2013	Anastasia Pavlyuchenkova	Andrea Hlavackova	1	1	2	1	54	31	46	22	3	4	36	45	7	16	13	21	108	4	7	6			72	46	28	11	2	5	32	38	7	12	9	14	104	6	6	4		
607	FrenchOpen	men	2013	Ernests Gulbis	Rogerio Dutra Silva	1	1	3	0	53	36	47	23	7	2	40	26	6	9	16	24	97	6	7	6			65	31	35	13	1	2	17	32	3	6	15	23	74	1	6	3		
610	USOpen	men	2013	Stanislas Wawrinka	Ivo Karlovic	1	1	3	0	60	51	40	25	9	5			3	7	25	36	111	7	7	6			63	52	37	21	12	6			1	2	37	59	98	5	6	4		
611	Wimbledon	men	2013	K.Edmund	J.Janowicz	1	0	0	3	71	39	29	10	4	3	17	12	4	0	11	9		2	2	4			68	40	32	17	11	4	39	17	21	5	17	11		6	6	6		
612	Wimbledon	women	2013	P.Parmentier	A.Petkovic	1	0	0	2	62	16	38	10	3	3	16	12	3	1	13	9		3	2				77	28	23	7	1	0	18	9	6	4	7	5		6	6			
614	Wimbledon	women	2013	M.Bartoli	C.Giorgi	3	1	2	0	62	26	38	10	1	5	20	12	8	6	8	7		6	7				60	21	40	14	0	2	24	18	7	4	27	19		4	5			
616	AusOpen	men	2013	Ricardas Berankis	Alexandr Dolgopolov	1	0	0	3	50	39	50	26	10	3	28	38	1	3	17	31	91	5	5	2			58	42	42	23	7	4	37	31	5	16	12	12	114	7	7	6		
617	FrenchOpen	women	2013	Na Li	A. Medina Garrigues	1	1	2	0	71	31	29	7		3	26	37	6	10	13	16	69	6	6				57	18	43	7		0	12	21	4	12	1	1	57	3	4			
618	FrenchOpen	men	2013	Stanislas Wawrinka	Jerzy Janowicz	3	1	3	1	58	54	42	31	9	2	48	29	5	14	24	32	136	6	6	6	6		61	58	39	23	6	10	37	46	1	5	19	31	116	3	7	3	3	
620	USOpen	men	2013	Mikhail Kukushkin	Andrej Martin	1	1	3	0	51	35	49	27	4	5			9	11			117	6	7	7			49	35	51	20	4	3			7	12			103	4	6	5		
621	Wimbledon	men	2013	S.Stakhovsky	R.Federer	2	1	3	1	66	83	34	36	17	2	72	17	7	2	96	61		6	7	7	7		72	91	28	24	16	1	57	13	8	1	54	35		7	6	5	6	
622	USOpen	men	2013	Maximo Gonzalez	Jack Sock	1	0	1	3	68	51	32	17	3	4			4	10	14	25	104	6	6	5	2		62	54	38	25	7	9			4	7	22	28	116	7	1	7	6	
623	Wimbledon	women	2013	K.Mladenovic	M.Sharapova	1	0	0	2	52	29	48	17	6	7	18	20	1	0	15	11		6	3				68	35	32	14	5	0	27	18	8	1	9	4		7	6			
627	FrenchOpen	women	2013	Barbora Zahlavova Strycova	Bojana Jovanovski	1	0	0	2	71	23	29	6	3	2	13	16	0	0	3	7	39	3	2				80	31	20	5	1	0	28	20	3	7	7	7	59	6	6			
629	FrenchOpen	women	2013	Galina Voskoboeva	Roberta Vinci	2	0	1	2	60	36	40	11	4	4	40	37	2	3	20	35	76	4	6	2			56	35	44	18	1	1	19	15	4	5	20	26	86	6	4	6		
631	AusOpen	women	2013	Carla Suarez Navarro	Dominika Cibulkova	3	0	0	2	65	12	35	4	0	0	2	23	0	1	0	3	26	1	0				69	21	31	8	1	1	20	20	5	9	7	9	56	6	6			
633	Wimbledon	men	2013	I.Sijsling	I.Dodig	3	0	0	3	62	12	38	4	3	0	8	10	0	0	14	4		0	1	0			47	12	53	17	5	1	21	6	9	6	6	5		6	6	1		
635	AusOpen	men	2013	Yen-Hsun Lu	Grigor Dimitrov	2	0	0	3	70	47	30	19	2	2	23	46	2	4	13	18	95	3	3	6			59	49	41	18	15	7	36	35	5	21	5	9	117	6	6	7		
636	USOpen	men	2013	Tommy Robredo	Rafael Nadal	1	0	0	3	52	20	48	9	3	4			0	0	7	15	43	0	2	2			61	31	39	14	2	0			7	10	15	16	82	6	6	6		
637	Wimbledon	women	2013	M.Duque-Marino	J.Goerges	1	1	2	1	64	48	36	20	4	7	19	25	11	4	13	10		6	6	7			62	47	38	21	3	8	30	46	4	2	29	16		4	7	5		
639	USOpen	men	2013	Philipp Kohlschreiber	Rafael Nadal	1	0	1	3	63	58	37	26	12	1			0	1	22	34	112	7	4	3	1		66	54	34	26	3	0			5	21	23	31	136	6	6	6	6	
640	AusOpen	men	2013	Dusan Lajovic	Kei Nishikori	2	0	0	3	70	37	30	8	7	3	17	49	1	5	4	7	68	1	1	6			64	43	36	15	5	3	30	27	6	12	10	14	104	6	6	7		
641	Wimbledon	women	2013	S.Williams	K.Date-Krumm	3	1	2	0	64	21	36	8	8	1	28	12	9	6	9	8		6	6				64	10	36	9	0	0	8	9	2	1	15	10		2	0			
643	FrenchOpen	men	2013	David Ferrer	Jo-Wilfried Tsonga	6	1	3	0	60	35	40	23	3	1	24	21	6	17	17	22	107	6	7	6			58	37	42	17	6	3	31	56	2	5	7	16	84	1	6	2		
644	FrenchOpen	men	2013	Jan Hajek	Sam Querrey	2	0	0	3	66	36	34	16	3	1	31	25	4	8	7	18	88	4	5	4			62	45	38	14	8	6	39	28	7	12	9	15	107	6	7	6		
645	FrenchOpen	women	2013	Ayumi Morita	Yulia Putintseva	1	0	0	2	65	17	35	9	0	1	16	31	1	6	4	8	45	2	3				58	22	42	16	3	2	16	13	4	7	0	1	61	6	6			
646	FrenchOpen	men	2013	Andreas Haider-Maurer	Nicolas Almagro	1	0	1	3	65	50	35	20	8	3	28	32	1	4	7	10	99	6	4	3	3		53	50	47	28	13	6	40	37	4	7	6	12	113	4	6	6	6	
652	AusOpen	men	2013	Fabio Fognini	Novak Djokovic	4	0	0	3	59	32	41	13	3	7	20	44	0	0	11	16	55	3	0	2			72	38	28	12	7	2	33	21	6	22	12	16	96	6	6	6		
654	AusOpen	men	2013	Jo-Wilfried Tsonga	Thomaz Bellucci	2	1	3	0	64	51	36	18	14	6	47	28	3	9	16	24	110	7	6	6			45	31	55	34	9	5	19	29	1	4	13	18	88	6	4	4		
656	Wimbledon	women	2013	M.Krajicek	N.Li	1	0	0	2	50	11	50	11	1	2	7	8	3	0	11	7		1	1				62	24	38	11	2	4	29	12	7	5	18	16		6	6			
659	Wimbledon	men	2013	F.Lopez	T.Haas	3	0	1	3	54	48	46	30	14	3	42	25	10	2	38	24		6	2	5	4		76	63	24	18	18	2	43	22	10	5	38	24		4	6	7	6	
660	AusOpen	men	2013	Dusan Lajovic	Lucas Pouille	1	1	3	1	61	53	39	30	7	7	28	57	5	10	8	17	141	6	7	4	6		61	55	39	22	2	10	41	88	4	8	23	39	126	4	6	6	3	
661	AusOpen	men	2013	Stanislas Wawrinka	Andrey Golubev	1	1	2	0	63	20	37	6	4	1	23	11	4	9	13	14	54	6	4				64	18	36	10	0	0	8	15	1	2	6	12	37	4	1			
663	AusOpen	women	2013	Samantha Stosur	Ana Ivanovic	3	0	1	2	68	42	32	22	3	2	21	30	1	4	11	16	93	7	4	2			58	47	42	23	6	3	46	40	4	9	16	23	107	6	6	6		
664	FrenchOpen	women	2013	Eugenie Bouchard	Tsvetana Pironkova	1	1	2	0	57	23	43	17	3	1	37	21	4	10	16	20	71	6	7				66	28	34	6	1	2	13	21	1	3	4	8	48	1	6			
668	FrenchOpen	men	2013	Feliciano Lopez	David Ferrer	3	0	0	3	63	37	37	14	5	3	21	41	3	5	18	28	80	1	5	4			66	41	34	17	1	4	35	30	7	19	14	20	111	6	7	6		
669	Wimbledon	men	2013	J.Blake	B.Tomic	2	0	0	3	59	37	41	16	11	4	38	21	5	2	24	18		3	4	5			72	54	28	13	4	0	33	12	8	5	19	15		6	6	7		
672	FrenchOpen	men	2013	Pere Riba	Lukas Rosol	1	0	0	3	60	38	40	14	3	0	12	16	1	5	0	6	82	3	4	4			62	41	38	23	7	4	62	50	4	7	9	12	97	6	6	6		
673	FrenchOpen	women	2013	Flavia Pennetta	Kirsten Flipkens	1	0	1	2	41	21	59	17	1	7	20	26	4	12	14	28	81	6	4	0			45	31	55	23	5	9	34	28	6	8	21	28	92	2	6	6		
675	Wimbledon	women	2013	M.Torro-Flor	I.Begu	1	1	2	0	72	25	28	8		4	22	30	15	5	5	3		6	6				61	23	39	11		2	15	27	5	3	9	8		3	4			
677	Wimbledon	men	2013	M.Raonic	I.Sijsling	2	0	0	3	68	57	32	17	22	4	48	24	4	0	22	14		5	4	6			67	52	33	23	17	2	40	7	5	2	24	20		7	6	7		
679	FrenchOpen	women	2013	Anna Karolina Schmiedlova	Yanina Wickmayer	1	1	2	1	62	40	38	16	6	4	17	42	4	12	3	4	102	7	2	6			59	39	41	22	1	8	34	66	4	10	9	12	102	6	6	2		
680	AusOpen	men	2013	Albert Ramos	Pablo Andujar	1	0	0	3	61	32	39	10	2	3	2	3	3	7			77	4	2	4			73	40	27	15	2	1	2	1	7	12			97	6	6	6		
684	Wimbledon	women	2013	M.Keys	M.Barthel	2	1	2	0	65	25	35	12	4	2	18	12	10	3	7	3		6	6				74	32	26	8	1	1	11	22	1	0	9	5		4	2			
688	AusOpen	women	2013	Roberta Vinci	Jie Zheng	1	0	0	2	66	23	34	7	3	3	20	28	3	10	7	12	56	4	3				68	26	32	10	0	2	26	25	5	7	1	2	67	6	6			
690	AusOpen	women	2013	Dominika Cibulkova	Agnieszka Radwanska	6	1	2	0	64	22	36	10	0	2	21	20	6	9	12	14	63	6	6				68	17	32	2	2	2	12	24	1	9	4	9	40	1	2			
694	Wimbledon	women	2013	R.Vinci	J.Cepelova	2	1	2	1	58	47	42	15	6	3	30	30	20	7	59	32		6	4	9			61	37	39	22	0	2	36	29	8	5	37	23		1	6	7		
696	USOpen	women	2013	K Kanepi	A Kerber	3	0	0	2	44	17	56	10	1	9	15	29	1	1	7	6		0	4				44	17	56	14	2	3	16	9	11	5	6	6		6	6			
